,Unnamed: 0,name,x1,x2,y1,y2,classname,newFilename
6333,1261,01351_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01351_Mask_Mouth_Chin.jpg
654,658,2935.png,190,39,237,93,face_no_mask,1902935.png
2960,2971,3729.png,192,147,508,481,face_with_mask,1923729.png
5687,615,00669_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00669_Mask_Mouth_Chin.jpg
4553,4569,5731.jpg,70,200,158,297,face_no_mask,705731.jpg
5445,373,00414_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00414_Mask_Mouth_Chin.jpg
1444,1450,5970.jpg,2,166,99,269,face_no_mask,25970.jpg
5075,3,00002_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00002_Mask_Mouth_Chin.jpg
299,299,4332.png,40,51,489,577,face_with_mask,404332.png
1117,1122,6241.jpg,308,175,361,240,face_no_mask,3086241.jpg
6925,1853,01970_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01970_Mask_Mouth_Chin.jpg
3264,3277,5447.jpg,114,7,602,678,face_no_mask,1145447.jpg
4916,4933,1988.jpg,436,187,717,532,face_no_mask,4361988.jpg
336,337,2861.png,193,3,562,517,face_with_mask,1932861.png
2499,2510,2881.png,338,109,402,208,face_with_mask,3382881.png
2065,2075,6010.jpg,512,118,562,185,face_no_mask,5126010.jpg
3857,3873,4601.png,490,0,623,158,face_with_mask,4904601.png
1568,1574,3740.png,208,58,280,147,face_with_mask,2083740.png
3736,3752,6338.jpg,843,144,941,265,face_no_mask,8436338.jpg
1662,1669,4606.png,34,156,153,315,face_with_mask,344606.png
4712,4729,5653.jpg,1355,480,1725,914,face_no_mask,13555653.jpg
2658,2669,5337.jpg,164,70,258,177,face_other_covering,1645337.jpg
3188,3200,2452.png,9,8,488,530,face_other_covering,92452.png
4985,5002,2714.png,518,160,538,187,face_no_mask,5182714.png
5305,233,00256_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00256_Mask_Mouth_Chin.jpg
1625,1632,2515.png,412,29,464,229,face_with_mask,4122515.png
434,436,3050.png,115,8,329,301,face_with_mask,1153050.png
999,1004,6217.jpg,94,91,223,266,face_no_mask,946217.jpg
4664,4681,2755.png,147,7,414,329,face_other_covering,1472755.png
6160,1088,01171_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01171_Mask_Mouth_Chin.jpg
5424,352,00384_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00384_Mask_Mouth_Chin.jpg
3152,3164,3578.png,213,20,415,311,face_with_mask,2133578.png
4135,4151,3504.png,132,118,193,198,face_with_mask,1323504.png
3712,3728,5716.jpg,474,13,1761,1253,face_other_covering,4745716.jpg
3224,3236,4607.png,408,186,682,585,face_with_mask,4084607.png
487,489,6035.jpg,540,66,724,274,face_no_mask,5406035.jpg
9,9,3523.png,70,0,378,444,face_other_covering,703523.png
6086,1014,01093_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01093_Mask_Mouth_Chin.jpg
6628,1556,01660_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01660_Mask_Mouth_Chin.jpg
4802,4819,5315.jpg,401,24,746,418,face_no_mask,4015315.jpg
2263,2274,3178.png,4,2,122,123,face_no_mask,43178.png
4274,4290,4926.png,131,39,361,414,face_with_mask,1314926.png
4508,4524,4206.png,316,3,471,136,face_with_mask,3164206.png
1955,1964,5684.jpg,502,108,746,318,face_with_mask,5025684.jpg
1303,1308,3863.png,0,161,40,273,face_with_mask,03863.png
6001,929,01002_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01002_Mask_Mouth_Chin.jpg
132,132,5963.jpg,0,365,97,502,face_no_mask,05963.jpg
1793,1801,5320.jpg,365,153,489,318,face_other_covering,3655320.jpg
6619,1547,01651_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01651_Mask_Mouth_Chin.jpg
4708,4725,5258.jpg,819,36,1214,558,face_no_mask,8195258.jpg
2681,2692,3499.png,108,3,402,295,face_with_mask,1083499.png
68,68,2439.png,209,42,314,190,face_with_mask,2092439.png
5433,361,00396_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00396_Mask_Mouth_Chin.jpg
300,300,2952.png,170,13,285,177,face_no_mask,1702952.png
2757,2768,3522.png,212,12,373,275,face_other_covering,2123522.png
5336,264,00291_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00291_Mask_Mouth_Chin.jpg
1305,1310,3644.png,276,71,329,143,face_with_mask,2763644.png
2277,2288,2695.png,108,185,377,544,face_other_covering,1082695.png
2598,2609,5920.jpeg,1507,188,2197,989,face_no_mask,15075920.jpeg
4410,4426,4219.png,207,120,262,191,face_with_mask,2074219.png
5396,324,00355_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00355_Mask_Mouth_Chin.jpg
5773,701,00762_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00762_Mask_Mouth_Chin.jpg
6026,954,01031_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01031_Mask_Nose_Mouth.jpg
1819,1827,6162.jpg,188,6,295,161,face_no_mask,1886162.jpg
3131,3143,5154.jpeg,603,19,901,471,face_with_mask,6035154.jpeg
3169,3181,4202.png,284,342,377,452,face_with_mask,2844202.png
5799,727,00789_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00789_Mask_Chin.jpg
3905,3921,4637.png,137,12,458,463,face_with_mask,1374637.png
1874,1883,4530.png,300,198,378,298,face_other_covering,3004530.png
6340,1268,01359_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01359_Mask_Mouth_Chin.jpg
5686,614,00668_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00668_Mask_Mouth_Chin.jpg
3275,3288,4453.png,298,321,336,374,face_other_covering,2984453.png
6328,1256,01346_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01346_Mask_Nose_Mouth.jpg
6381,1309,01405_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01405_Mask_Mouth_Chin.jpg
695,699,2737.png,527,10,793,351,face_with_mask,5272737.png
4368,4384,6421.png,271,23,436,290,face_with_mask,2716421.png
2826,2837,1888.jpg,247,131,474,415,face_no_mask,2471888.jpg
1517,1523,2689.png,179,128,215,173,face_with_mask,1792689.png
4995,5012,5689.jpg,162,115,411,429,face_with_mask,1625689.jpg
210,210,3688.png,759,1,923,177,face_with_mask,7593688.png
6681,1609,01719_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01719_Mask_Mouth_Chin.jpg
2985,2996,4440.png,235,37,382,252,face_other_covering,2354440.png
5673,601,00654_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00654_Mask_Mouth_Chin.jpg
756,761,2936.png,513,306,654,442,face_with_mask,5132936.png
3363,3376,4593.png,857,201,902,247,face_with_mask,8574593.png
2126,2137,2744.png,0,30,286,510,face_with_mask,02744.png
5151,79,00092_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00092_Mask_Mouth_Chin.jpg
3094,3106,1947.jpg,703,101,839,285,face_with_mask,7031947.jpg
4886,4903,4479.png,2,2,515,572,face_other_covering,24479.png
1366,1372,3082.png,621,106,692,185,face_with_mask,6213082.png
4255,4271,5202.jpg,314,49,506,299,face_with_mask,3145202.jpg
1546,1552,3503.png,213,43,589,525,face_with_mask_incorrect,2133503.png
4644,4661,5337.jpg,372,60,471,191,face_other_covering,3725337.jpg
5815,743,00805_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00805_Mask_Mouth_Chin.jpg
6425,1353,01452_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01452_Mask_Nose_Mouth.jpg
6744,1672,01783_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01783_Mask_Mouth_Chin.jpg
1838,1846,4386.png,302,21,355,92,face_other_covering,3024386.png
4181,4197,4246.png,208,204,264,274,face_with_mask,2084246.png
3661,3677,4657.png,298,92,367,160,face_with_mask,2984657.png
3517,3532,4920.png,37,100,230,318,face_with_mask,374920.png
1510,1516,2894.png,13,7,922,661,face_with_mask,132894.png
2415,2426,5637.jpg,184,168,315,334,face_no_mask,1845637.jpg
429,431,6268.jpg,150,226,442,625,face_other_covering,1506268.jpg
3280,3293,3901.png,251,31,329,105,face_no_mask,2513901.png
6347,1275,01366_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01366_Mask_Mouth_Chin.jpg
6451,1379,01478_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01478_Mask_Mouth_Chin.jpg
2811,2822,6102.jpg,548,118,662,252,face_no_mask,5486102.jpg
2557,2568,5654.jpg,798,299,958,489,face_other_covering,7985654.jpg
1931,1940,2649.png,316,15,568,371,face_with_mask,3162649.png
4334,4350,4801.png,212,7,446,284,face_other_covering,2124801.png
5395,323,00354_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00354_Mask_Mouth_Chin.jpg
1899,1908,5453.jpg,114,0,678,826,face_other_covering,1145453.jpg
274,274,5389.jpg,253,96,469,356,face_other_covering,2535389.jpg
4354,4370,6341.jpg,805,91,1037,328,face_no_mask,8056341.jpg
6363,1291,01384_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01384_Mask_Mouth_Chin.jpg
4857,4874,3071.png,752,10,1016,319,face_no_mask,7523071.png
1110,1115,6192.jpg,977,380,1340,889,face_other_covering,9776192.jpg
4211,4227,5757.jpg,787,232,1030,569,face_no_mask,7875757.jpg
3342,3355,4302.png,131,132,199,224,face_with_mask,1314302.png
4279,4295,4866.png,647,148,689,194,face_with_mask,6474866.png
3498,3513,6000.jpg,231,354,300,431,face_no_mask,2316000.jpg
5234,162,00180_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00180_Mask_Mouth_Chin.jpg
794,799,3772.png,365,3,445,98,face_with_mask,3653772.png
438,440,4094.png,96,88,392,467,face_other_covering,964094.png
2500,2511,2110.jpg,235,14,786,782,face_with_mask,2352110.jpg
1285,1290,1970.jpg,229,143,293,227,face_other_covering,2291970.jpg
5101,29,00032_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00032_Mask_Mouth_Chin.jpg
586,588,2760.png,116,5,526,539,face_with_mask,1162760.png
189,189,1953.jpg,1617,456,1997,963,face_no_mask,16171953.jpg
5228,156,00174_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00174_Mask_Mouth_Chin.jpg
3155,3167,6000.jpg,741,320,810,401,face_no_mask,7416000.jpg
323,324,4578.png,151,196,433,542,face_with_mask,1514578.png
3824,3840,3297.png,309,29,463,212,face_with_mask,3093297.png
4312,4328,2419.png,337,285,358,311,face_with_mask,3372419.png
3946,3962,5092.jpg,480,2,547,82,face_no_mask,4805092.jpg
5572,500,00547_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00547_Mask_Mouth_Chin.jpg
1016,1021,6175.jpg,610,162,653,226,face_no_mask,6106175.jpg
6655,1583,01690_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01690_Mask_Chin.jpg
4108,4124,2950.png,397,94,485,194,face_with_mask,3972950.png
1268,1273,4851.png,468,151,550,245,face_with_mask,4684851.png
291,291,4006.png,169,317,436,610,face_with_mask,1694006.png
4701,4718,6088.jpg,1032,687,1275,988,face_no_mask,10326088.jpg
2439,2450,6198.jpg,1057,4,1197,221,face_other_covering,10576198.jpg
2922,2933,4943.png,300,61,335,110,face_with_mask,3004943.png
1099,1104,4525.png,372,16,502,180,face_with_mask,3724525.png
5011,5028,5926.jpg,262,39,415,271,face_no_mask,2625926.jpg
0,0,4173.png,265,302,292,355,face_with_mask,2654173.png
3901,3917,2428.png,324,54,684,579,face_with_mask,3242428.png
4396,4412,2285.png,197,13,315,235,face_with_mask,1972285.png
1072,1077,4580.png,185,47,248,135,face_with_mask,1854580.png
1675,1682,5013.jpg,178,177,242,258,face_with_mask,1785013.jpg
1431,1437,2346.png,127,26,442,479,face_other_covering,1272346.png
6119,1047,01128_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01128_Mask_Mouth_Chin.jpg
5942,870,00937_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00937_Mask_Mouth_Chin.jpg
6299,1227,01317_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01317_Mask_Mouth_Chin.jpg
3054,3066,2170.png,203,65,485,431,face_with_mask,2032170.png
2635,2646,4941.png,21,141,91,212,face_no_mask,214941.png
2699,2710,2284.png,493,88,568,165,face_with_mask,4932284.png
2397,2408,5263.jpg,882,574,992,711,face_with_mask,8825263.jpg
528,530,2594.png,54,9,446,394,face_with_mask,542594.png
151,151,5477.jpg,177,71,373,365,face_other_covering,1775477.jpg
4503,4519,3859.png,281,41,492,318,face_with_mask,2813859.png
2994,3005,1924.jpg,884,241,1078,468,face_with_mask,8841924.jpg
1948,1957,5577.jpg,94,34,365,394,face_other_covering,945577.jpg
5313,241,00265_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00265_Mask_Nose_Mouth.jpg
421,423,6316.jpg,192,256,237,314,face_no_mask,1926316.jpg
4889,4906,3854.png,386,218,465,326,face_with_mask,3863854.png
5523,451,00498_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00498_Mask_Mouth_Chin.jpg
3151,3163,5562.jpg,681,110,1621,1336,face_other_covering,6815562.jpg
3336,3349,5505.jpg,401,28,780,503,face_other_covering,4015505.jpg
6144,1072,01155_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01155_Mask_Mouth_Chin.jpg
105,105,6295.jpg,211,119,338,279,face_no_mask,2116295.jpg
6715,1643,01753_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01753_Mask_Mouth_Chin.jpg
2966,2977,4872.png,142,4,607,573,face_other_covering,1424872.png
3297,3310,6402.png,593,191,1240,765,face_with_mask,5936402.png
1531,1537,2785.png,382,43,548,257,face_with_mask,3822785.png
257,257,4672.png,7,372,222,637,face_other_covering,74672.png
4428,4444,4888.png,12,70,342,563,face_with_mask,124888.png
239,239,3570.png,419,294,632,489,face_with_mask,4193570.png
825,830,2277.png,491,43,641,241,face_with_mask,4912277.png
6334,1262,01352_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01352_Mask_Chin.jpg
4745,4762,3745.png,122,3,492,443,face_with_mask,1223745.png
4153,4169,4084.png,182,14,231,77,face_with_mask,1824084.png
3392,3405,4279.png,3,4,244,379,face_with_mask,34279.png
5628,556,00605_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00605_Mask_Mouth_Chin.jpg
6038,966,01043_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01043_Mask_Nose_Mouth.jpg
3303,3316,6100.jpg,1491,751,1685,959,face_no_mask,14916100.jpg
1676,1683,4709.png,274,51,350,175,face_with_mask,2744709.png
3166,3178,3431.png,99,154,500,524,face_other_covering,993431.png
1922,1931,6393.jpg,428,177,630,532,face_with_mask_incorrect,4286393.jpg
3759,3775,3878.png,78,64,397,503,face_with_mask,783878.png
5939,867,00933_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00933_Mask_Mouth_Chin.jpg
1396,1402,4565.png,419,144,497,260,face_with_mask,4194565.png
1863,1871,3275.png,197,73,431,385,face_with_mask,1973275.png
1379,1385,3361.png,80,111,103,139,face_no_mask,803361.png
4784,4801,5954.jpg,0,316,59,412,face_no_mask,05954.jpg
2403,2414,2054.jpg,624,431,696,529,face_with_mask,6242054.jpg
4141,4157,5016.jpg,79,20,241,238,face_with_mask,795016.jpg
3153,3165,4043.png,40,23,392,461,face_with_mask,404043.png
3352,3365,2071.jpg,301,308,785,839,face_no_mask,3012071.jpg
454,456,4587.png,588,134,655,212,face_with_mask,5884587.png
4393,4409,4258.png,160,5,422,393,face_other_covering,1604258.png
5389,317,00348_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00348_Mask_Chin.jpg
1542,1548,5985.jpg,748,256,825,362,face_no_mask,7485985.jpg
4892,4909,1882.jpg,103,89,359,373,face_with_mask,1031882.jpg
6531,1459,01560_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01560_Mask_Mouth_Chin.jpg
1156,1161,5587.jpg,425,182,649,444,face_no_mask,4255587.jpg
3050,3062,4368.png,171,50,228,118,face_with_mask,1714368.png
1022,1027,4793.png,78,9,347,334,face_no_mask,784793.png
334,335,4912.png,346,20,503,216,face_with_mask,3464912.png
5196,124,00139_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00139_Mask_Mouth_Chin.jpg
3866,3882,5000.jpg,9,5,391,430,face_other_covering,95000.jpg
5741,669,00726_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00726_Mask_Mouth_Chin.jpg
3611,3627,2756.png,505,10,723,283,face_with_mask,5052756.png
2411,2422,3156.png,243,4,873,571,face_other_covering,2433156.png
5714,642,00698_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00698_Mask_Mouth_Chin.jpg
1916,1925,5999.jpg,328,240,540,497,face_no_mask,3285999.jpg
3052,3064,2862.png,254,6,605,504,face_other_covering,2542862.png
2147,2158,3248.png,342,39,428,165,face_with_mask,3423248.png
335,336,4814.png,825,165,922,289,face_other_covering,8254814.png
859,864,3110.png,163,125,226,209,face_with_mask,1633110.png
2821,2832,4943.png,151,50,188,99,face_with_mask,1514943.png
1686,1693,3216.png,126,69,409,463,face_with_mask,1263216.png
4765,4782,4940.png,268,0,416,157,face_with_mask,2684940.png
1614,1621,2612.png,0,55,66,201,face_no_mask,02612.png
5748,676,00735_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00735_Mask_Mouth_Chin.jpg
4081,4097,5545.jpg,363,47,551,323,face_no_mask,3635545.jpg
2464,2475,5863.jpg,465,114,607,306,face_no_mask,4655863.jpg
705,710,5200.jpg,365,152,510,342,face_with_mask,3655200.jpg
4365,4381,2559.png,190,8,298,155,face_with_mask,1902559.png
656,660,2550.png,164,41,196,76,face_with_mask,1642550.png
6704,1632,01742_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01742_Mask_Mouth_Chin.jpg
566,568,3131.png,711,82,746,123,face_no_mask,7113131.png
3263,3276,3230.png,247,0,670,395,face_with_mask,2473230.png
5220,148,00163_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00163_Mask_Mouth_Chin.jpg
2423,2434,2971.png,447,210,491,270,face_with_mask,4472971.png
649,653,4195.png,283,85,574,447,face_other_covering,2834195.png
6151,1079,01162_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01162_Mask_Mouth_Chin.jpg
1762,1770,5271.jpg,401,192,639,427,face_with_mask_incorrect,4015271.jpg
4104,4120,6215.jpg,653,162,779,322,face_other_covering,6536215.jpg
3604,3620,3694.png,116,286,429,677,face_with_mask,1163694.png
5152,80,00093_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00093_Mask_Mouth_Chin.jpg
5350,278,00305_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00305_Mask_Mouth_Chin.jpg
1878,1887,6079.jpg,306,21,532,294,face_other_covering,3066079.jpg
2310,2321,2773.png,97,2,880,709,face_other_covering,972773.png
4725,4742,3685.png,0,65,208,440,face_with_mask,03685.png
4192,4208,3511.png,472,196,529,313,face_with_mask,4723511.png
207,207,4280.png,440,18,587,215,face_with_mask,4404280.png
4925,4942,4058.png,140,4,302,192,face_other_covering,1404058.png
507,509,3946.png,60,2,483,523,face_no_mask,603946.png
5417,345,00377_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00377_Mask_Mouth_Chin.jpg
4474,4490,5565.jpg,152,6,355,296,face_other_covering,1525565.jpg
5260,188,00210_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00210_Mask_Mouth_Chin.jpg
4549,4565,5056.jpg,657,83,723,215,face_other_covering,6575056.jpg
2375,2386,3352.png,697,4,914,121,face_with_mask,6973352.png
5360,288,00315_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00315_Mask_Mouth_Chin.jpg
5554,482,00529_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00529_Mask_Mouth_Chin.jpg
2892,2903,4056.png,339,102,535,359,face_with_mask,3394056.png
5413,341,00373_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00373_Mask_Nose_Mouth.jpg
6567,1495,01597_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01597_Mask_Mouth_Chin.jpg
4667,4684,3263.png,91,45,375,372,face_with_mask,913263.png
3317,3330,6055.jpg,782,108,966,347,face_no_mask,7826055.jpg
2018,2028,3667.png,120,74,430,445,face_with_mask,1203667.png
3016,3028,4806.png,560,10,659,144,face_other_covering,5604806.png
5914,842,00907_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00907_Mask_Mouth_Chin.jpg
1382,1388,6066.jpg,265,77,372,203,face_no_mask,2656066.jpg
1561,1567,2002.jpg,79,82,270,364,face_other_covering,792002.jpg
1915,1924,3361.png,520,40,637,170,face_with_mask_incorrect,5203361.png
4728,4745,2614.png,250,8,466,285,face_with_mask,2502614.png
4109,4125,4239.png,305,15,711,646,face_with_mask,3054239.png
1516,1522,5184.jpg,201,134,368,353,face_with_mask,2015184.jpg
1563,1569,1810.jpg,875,231,954,328,face_with_mask_incorrect,8751810.jpg
2800,2811,5635.jpg,268,60,417,265,face_with_mask,2685635.jpg
551,553,2050.jpg,556,210,609,287,face_with_mask,5562050.jpg
2764,2775,2834.png,223,292,332,518,face_with_mask,2232834.png
6776,1704,01816_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01816_Mask_Mouth_Chin.jpg
116,116,6231.jpg,180,151,568,657,face_no_mask,1806231.jpg
1286,1291,5998.jpg,263,39,358,164,face_other_covering,2635998.jpg
4448,4464,1965.jpg,233,278,1338,1508,face_no_mask,2331965.jpg
4438,4454,2193.png,79,9,422,413,face_with_mask,792193.png
1982,1991,4194.png,1034,225,1082,285,face_other_covering,10344194.png
6791,1719,01831_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01831_Mask_Mouth_Chin.jpg
4479,4495,4012.png,276,154,359,263,face_with_mask,2764012.png
4494,4510,4611.png,143,36,426,480,face_with_mask,1434611.png
3915,3931,2897.png,150,1,639,612,face_with_mask,1502897.png
1604,1611,1981.jpg,266,30,339,122,face_with_mask,2661981.jpg
6201,1129,01216_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01216_Mask_Mouth_Chin.jpg
3348,3361,2553.png,296,102,528,465,face_with_mask,2962553.png
3764,3780,4018.png,661,0,777,131,face_no_mask,6614018.png
372,373,4896.png,148,24,199,91,face_no_mask,1484896.png
4432,4448,5062.jpg,798,65,909,229,face_with_mask,7985062.jpg
1301,1306,5260.jpg,333,107,534,414,face_with_mask,3335260.jpg
3024,3036,5169.jpg,195,26,229,74,face_with_mask,1955169.jpg
6185,1113,01200_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01200_Mask_Mouth_Chin.jpg
5669,597,00650_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00650_Mask_Mouth_Chin.jpg
5814,742,00804_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00804_Mask_Mouth_Chin.jpg
5465,393,00438_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00438_Mask_Mouth_Chin.jpg
6407,1335,01434_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01434_Mask_Chin.jpg
284,284,3396.png,93,7,641,610,face_with_mask,933396.png
5853,781,00843_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00843_Mask_Mouth_Chin.jpg
6023,951,01027_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01027_Mask_Mouth_Chin.jpg
2072,2082,5730.jpg,645,49,705,110,face_no_mask,6455730.jpg
2944,2955,2373.png,240,185,263,211,face_no_mask,2402373.png
831,836,4968.png,247,7,458,238,face_other_covering,2474968.png
5822,750,00812_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00812_Mask_Mouth_Chin.jpg
3283,3296,3506.png,110,2,261,118,face_with_mask,1103506.png
