,name,x1,x2,y1,y2,classname,face_no_mask,face_other_covering,face_with_mask,face_with_mask_incorrect
13219,6145.jpg,250,65,360,208,face_no_mask,1,0,0,0
12184,3050.png,115,8,329,301,face_with_mask,0,0,1,0
2388,6000.jpg,557,368,614,447,face_no_mask,1,0,0,0
3540,4758.png,0,270,56,376,face_with_mask,0,0,1,0
3551,5367.jpg,318,297,661,702,face_other_covering,0,1,0,1
10663,4094.png,96,88,392,467,face_other_covering,0,1,0,1
538,5098.jpeg,348,93,369,113,face_with_mask,0,0,1,0
14488,4143.png,254,46,410,259,face_with_mask,0,0,1,0
4577,4361.png,0,148,174,417,face_with_mask,0,0,1,0
4925,2693.png,288,77,405,267,face_no_mask,1,0,0,0
12946,1947.jpg,460,180,739,540,face_with_mask,0,0,1,0
17,4893.png,179,8,664,599,face_with_mask,0,0,1,0
882,2177.png,387,130,525,321,face_with_mask,0,0,1,0
13718,4594.png,703,0,818,135,face_with_mask,0,0,1,0
9405,6052.jpg,260,80,345,187,face_no_mask,1,0,0,0
11210,2680.png,170,19,308,218,face_with_mask,0,0,1,0
14336,3045.png,242,44,402,268,face_with_mask,0,0,1,0
3117,2422.png,152,26,184,62,face_with_mask,0,0,1,0
12289,5355.jpg,71,129,462,640,face_no_mask,1,0,0,0
14376,3832.png,263,246,491,604,face_with_mask,0,0,1,0
10370,2094.jpg,2001,64,2193,273,face_with_mask,0,0,1,0
7637,4587.png,588,134,655,212,face_with_mask,0,0,1,0
5601,1833.jpg,339,160,447,277,face_with_mask,0,0,1,0
14543,2577.png,92,1,503,657,face_with_mask,0,0,1,0
2206,3878.png,364,256,604,576,face_with_mask,0,0,1,0
2027,1986.jpg,210,269,700,918,face_with_mask,0,0,1,0
14095,1909.jpg,420,18,493,105,face_with_mask,0,0,1,0
8271,3147.png,143,107,240,264,face_other_covering,0,1,0,1
10064,6314.jpg,672,214,838,412,face_no_mask,1,0,0,0
2656,4105.png,416,61,666,361,face_other_covering,0,1,0,1
9201,3354.png,62,31,426,456,face_with_mask,0,0,1,0
167,4221.png,298,120,524,499,face_with_mask,0,0,1,0
8608,3980.png,339,124,424,227,face_other_covering,0,1,0,1
8238,6240.jpg,437,1,566,181,face_no_mask,1,0,0,0
13889,4268.png,131,6,521,504,face_with_mask,0,0,1,0
10383,6113.jpg,642,5,792,199,face_no_mask,1,0,0,0
3040,3200.png,224,79,433,366,face_other_covering,0,1,0,1
4035,4213.png,203,0,335,122,face_other_covering,0,1,0,1
5019,2052.jpg,332,188,401,275,face_with_mask,0,0,1,0
11396,5127.jpg,317,32,405,173,face_with_mask,0,0,1,0
9487,4536.png,723,182,865,314,face_with_mask,0,0,1,0
8831,4030.png,225,129,427,401,face_with_mask,0,0,1,0
7458,2131.jpg,118,66,232,187,face_with_mask,0,0,1,0
4875,3118.png,1,1,266,366,face_other_covering,0,1,0,1
11683,1864.jpg,1112,1442,2550,3458,face_with_mask,0,0,1,0
11818,6394.jpg,71,23,148,100,face_with_mask,0,0,1,0
14263,6282.jpg,493,175,552,246,face_no_mask,1,0,0,0
7332,4169.png,237,10,499,370,face_with_mask,0,0,1,0
6623,4728.png,633,175,706,241,face_with_mask,0,0,1,0
8984,4699.png,97,130,425,586,face_with_mask,0,0,1,0
11837,2678.png,7,31,131,185,face_with_mask,0,0,1,0
8516,4822.png,362,196,535,406,face_with_mask,0,0,1,0
7862,4100.png,124,46,434,427,face_other_covering,0,1,0,1
9761,5445.jpg,416,82,467,217,face_with_mask,0,0,1,0
15047,6035.jpg,540,66,724,274,face_no_mask,1,0,0,0
11617,4838.png,306,17,452,209,face_with_mask,0,0,1,0
8686,4719.png,536,60,695,270,face_with_mask,0,0,1,0
5377,1978.jpg,221,256,450,535,face_with_mask,0,0,1,0
8040,3367.png,450,69,600,279,face_other_covering,0,1,0,1
7563,5948.jpg,197,261,338,407,face_no_mask,1,0,0,0
13031,3177.png,141,132,214,202,face_with_mask,0,0,1,0
5417,4421.png,28,7,489,592,face_with_mask,0,0,1,0
3281,2550.png,322,79,384,157,face_with_mask,0,0,1,0
2340,3524.png,459,173,486,215,face_with_mask,0,0,1,0
626,3319.png,439,8,715,439,face_with_mask,0,0,1,0
268,2492.png,304,88,331,129,face_with_mask,0,0,1,0
2341,3524.png,30,181,51,215,face_with_mask,0,0,1,0
8989,2623.png,383,257,431,320,face_with_mask,0,0,1,0
1460,5228.jpeg,103,79,209,207,face_with_mask,0,0,1,0
6127,3441.png,197,6,328,133,face_with_mask,0,0,1,0
6592,1914.jpg,129,312,235,422,face_with_mask,0,0,1,0
8348,3074.png,70,230,136,301,face_no_mask,1,0,0,0
14013,3003.png,748,9,1105,450,face_with_mask,0,0,1,0
5593,4499.png,245,90,283,130,face_no_mask,1,0,0,0
3596,3946.png,60,2,483,523,face_no_mask,1,0,0,0
8655,5104.jpg,24,402,129,545,face_no_mask,1,0,0,0
414,2016.jpg,1918,321,2109,594,face_with_mask,0,0,1,0
9947,6187.jpg,325,17,457,152,face_no_mask,1,0,0,0
9825,6128.jpg,9,192,93,314,face_no_mask,1,0,0,0
121,4040.png,260,23,383,177,face_with_mask,0,0,1,0
1406,6152.jpg,323,11,685,475,face_no_mask,1,0,0,0
13437,6355.jpg,22,44,175,213,face_no_mask,1,0,0,0
2961,4552.png,269,8,486,280,face_with_mask,0,0,1,0
8949,4500.png,71,168,225,323,face_with_mask,0,0,1,0
4267,4856.png,107,100,192,206,face_with_mask,0,0,1,0
6621,4728.png,1,151,68,239,face_with_mask,0,0,1,0
2562,3984.png,354,74,470,201,face_with_mask,0,0,1,0
8836,3922.png,0,3,448,541,face_with_mask,0,0,1,0
13839,3644.png,1,62,53,165,face_with_mask,0,0,1,0
5979,5568.png,256,160,484,522,face_other_covering,0,1,0,1
4281,4667.png,98,16,348,309,face_other_covering,0,1,0,1
11800,3138.png,372,127,524,271,face_with_mask,0,0,1,0
14025,2711.png,150,144,281,299,face_other_covering,0,1,0,1
84,4356.png,348,33,437,134,face_with_mask,0,0,1,0
2105,4545.png,174,8,697,485,face_with_mask,0,0,1,0
7718,2594.png,54,9,446,394,face_with_mask,0,0,1,0
5889,3983.png,159,41,229,132,face_with_mask,0,0,1,0
5705,5189.jpg,1317,996,2388,2205,face_other_covering,0,1,0,1
10858,4942.png,176,236,296,382,face_with_mask,0,0,1,0
8886,5128.jpg,347,103,376,138,face_with_mask,0,0,1,0
12,5525.jpg,49,58,191,247,face_no_mask,1,0,0,0
6236,3747.png,88,282,350,640,face_with_mask,0,0,1,0
1103,2935.png,611,140,651,185,face_other_covering,0,1,0,1
9056,5437.jpg,553,112,667,257,face_other_covering,0,1,0,1
2917,4606.png,85,38,172,172,face_with_mask,0,0,1,0
8758,5871.jpg,545,206,656,343,face_no_mask,1,0,0,0
3397,3086.png,133,119,251,211,face_no_mask,1,0,0,0
11717,4222.png,193,0,512,298,face_with_mask,0,0,1,0
4096,5415.jpg,174,56,282,210,face_other_covering,0,1,0,1
10922,2242.png,264,4,537,361,face_other_covering,0,1,0,1
14613,2911.png,187,53,535,574,face_with_mask,0,0,1,0
9992,3957.png,134,6,354,289,face_with_mask,0,0,1,0
7120,6090.jpg,696,990,875,1189,face_no_mask,1,0,0,0
2778,1951.jpg,593,70,711,229,face_other_covering,0,1,0,1
12387,5864.jpg,240,122,618,507,face_no_mask,1,0,0,0
15374,4383.png,671,113,822,300,face_with_mask,0,0,1,0
11394,5127.jpg,1,20,220,311,face_with_mask,0,0,1,0
9847,3009.png,570,45,816,316,face_with_mask,0,0,1,0
10185,2050.jpg,556,210,609,287,face_with_mask,0,0,1,0
1569,3351.png,461,214,524,295,face_no_mask,1,0,0,0
11267,6341.jpg,697,138,867,361,face_no_mask,1,0,0,0
4843,3489.png,327,26,839,704,face_with_mask_incorrect,0,0,0,1
10139,1915.png,149,78,428,463,face_with_mask,0,0,1,0
7696,3289.png,197,30,545,530,face_with_mask,0,0,1,0
1214,5710.jpg,623,44,1090,635,face_no_mask,1,0,0,0
13941,3700.png,84,17,371,402,face_other_covering,0,1,0,1
10759,4013.png,500,116,532,159,face_with_mask,0,0,1,0
6424,4194.png,308,223,354,282,face_no_mask,1,0,0,0
12522,2124.jpg,272,276,427,519,face_with_mask,0,0,1,0
14054,3778.png,275,187,365,286,face_with_mask,0,0,1,0
10112,2353.png,148,363,244,477,face_with_mask,0,0,1,0
1994,3997.png,96,28,403,353,face_with_mask,0,0,1,0
8914,4385.png,41,248,215,489,face_with_mask,0,0,1,0
3458,3131.png,711,82,746,123,face_no_mask,1,0,0,0
10129,6100.jpg,1765,1032,1985,1317,face_other_covering,0,1,0,1
14340,5055.jpg,264,241,887,1186,face_with_mask,0,0,1,0
11551,2663.png,347,5,604,256,face_with_mask,0,0,1,0
12967,3581.png,314,188,495,392,face_with_mask,0,0,1,0
11681,3752.png,11,2,442,369,face_with_mask,0,0,1,0
7201,3399.png,184,135,336,334,face_other_covering,0,1,0,1
5046,4246.png,72,126,135,208,face_with_mask,0,0,1,0
7139,3469.png,380,108,482,226,face_with_mask,0,0,1,0
4850,6150.jpg,180,330,226,397,face_no_mask,1,0,0,0
12312,3917.png,171,2,527,505,face_with_mask,0,0,1,0
2116,3579.png,301,103,383,202,face_with_mask,0,0,1,0
5087,3384.png,3,152,360,590,face_with_mask,0,0,1,0
10844,4953.png,443,115,535,230,face_with_mask,0,0,1,0
1583,5987.jpg,199,264,571,682,face_no_mask,1,0,0,0
3575,4817.png,162,206,329,360,face_with_mask,0,0,1,0
9802,1910.jpg,474,0,632,176,face_with_mask,0,0,1,0
3004,2314.png,115,21,418,489,face_with_mask,0,0,1,0
5148,3661.png,116,57,441,473,face_with_mask,0,0,1,0
14131,5010.jpg,114,224,147,264,face_with_mask_incorrect,0,0,0,1
715,2760.png,116,5,526,539,face_with_mask,0,0,1,0
5512,5456.jpg,1522,405,2137,1186,face_no_mask,1,0,0,0
4938,3217.png,421,20,473,92,face_with_mask,0,0,1,0
2412,5798.jpg,359,55,810,450,face_other_covering,0,1,0,1
3812,6199.jpg,1012,160,1461,671,face_other_covering,0,1,0,1
10025,2561.png,312,187,763,583,face_with_mask,0,0,1,0
9799,1910.jpg,70,115,306,420,face_with_mask,0,0,1,0
1714,1974.jpg,1050,51,1613,691,face_with_mask,0,0,1,0
2799,4389.png,201,5,329,180,face_with_mask_incorrect,0,0,0,1
14893,5147.jpg,362,107,434,212,face_with_mask,0,0,1,0
14541,5719.jpg,319,120,696,593,face_other_covering,0,1,0,1
7082,2731.png,111,5,219,173,face_with_mask,0,0,1,0
7153,2497.png,336,0,481,134,face_no_mask,1,0,0,0
14262,6282.jpg,223,269,295,345,face_no_mask,1,0,0,0
4631,6228.jpg,319,123,342,158,face_no_mask,1,0,0,0
561,2598.png,218,3,586,322,face_with_mask,0,0,1,0
5218,2622.png,11,116,294,384,face_other_covering,0,1,0,1
4531,4309.png,30,4,484,482,face_with_mask,0,0,1,0
3854,2051.jpg,447,20,511,101,face_with_mask,0,0,1,0
10810,3034.png,229,35,433,296,face_with_mask,0,0,1,0
8554,6044.jpg,348,203,527,335,face_other_covering,0,1,0,1
11749,5500.jpg,436,221,678,483,face_other_covering,0,1,0,1
8714,2278.png,166,19,252,91,face_with_mask,0,0,1,0
7990,4776.png,195,164,248,271,face_with_mask,0,0,1,0
15247,2235.png,706,192,755,296,face_with_mask,0,0,1,0
11812,4852.png,256,10,683,568,face_with_mask,0,0,1,0
6094,3065.png,224,30,372,177,face_with_mask,0,0,1,0
15240,2235.png,180,118,237,194,face_with_mask,0,0,1,0
887,3256.png,45,49,348,366,face_other_covering,0,1,0,1
2081,3350.png,777,98,811,214,face_with_mask,0,0,1,0
7806,5996.jpg,282,11,366,131,face_no_mask,1,0,0,0
6383,6223.jpg,411,90,507,213,face_no_mask,1,0,0,0
5343,2917.png,234,8,638,531,face_with_mask,0,0,1,0
702,3465.png,210,5,448,266,face_with_mask,0,0,1,0
10713,3427.png,416,91,490,181,face_with_mask,0,0,1,0
13408,3518.png,214,88,280,177,face_no_mask,1,0,0,0
6923,5211.jpg,188,50,273,154,face_with_mask,0,0,1,0
9555,4518.png,212,67,326,246,face_with_mask,0,0,1,0
5164,4999.jpg,895,186,1077,431,face_with_mask,0,0,1,0
14748,6372.jpg,280,314,493,588,face_no_mask,1,0,0,0
14917,1900.png,409,211,570,342,face_with_mask,0,0,1,0
6252,6194.jpg,513,114,644,315,face_no_mask,1,0,0,0
13376,3989.png,144,67,214,172,face_with_mask,0,0,1,0
5909,2276.png,439,158,485,232,face_with_mask,0,0,1,0
680,3494.png,12,81,127,228,face_with_mask,0,0,1,0
693,2037.jpg,366,81,620,392,face_with_mask,0,0,1,0
6602,1914.jpg,697,148,763,209,face_no_mask,1,0,0,0
10510,3905.png,421,152,514,276,face_with_mask,0,0,1,0
14860,2255.png,316,268,475,518,face_with_mask,0,0,1,0
2519,5629.jpg,556,134,762,360,face_other_covering,0,1,0,1
7393,2419.png,252,290,274,320,face_with_mask,0,0,1,0
2526,5521.jpg,146,0,472,363,face_no_mask,1,0,0,0
375,5848.jpg,299,115,563,425,face_no_mask,1,0,0,0
4303,4276.png,494,108,603,254,face_with_mask,0,0,1,0
15375,4383.png,310,279,352,330,face_with_mask_incorrect,0,0,0,1
9627,3377.png,92,103,314,326,face_with_mask,0,0,1,0
10200,3629.png,363,197,455,342,face_with_mask,0,0,1,0
7307,4074.png,133,45,176,98,face_no_mask,1,0,0,0
616,6371.jpg,342,111,392,158,face_no_mask,1,0,0,0
11120,5626.png,204,10,434,331,face_with_mask,0,0,1,0
12943,2380.png,78,254,175,373,face_other_covering,0,1,0,1
12953,1947.jpg,628,10,762,175,face_with_mask,0,0,1,0
7908,4085.png,282,95,354,218,face_with_mask_incorrect,0,0,0,1
12292,5134.jpg,331,105,716,453,face_with_mask,0,0,1,0
5587,4499.png,239,125,291,183,face_other_covering,0,1,0,1
7062,4195.png,283,85,574,447,face_other_covering,0,1,0,1
11145,5071.jpg,487,51,909,631,face_with_mask,0,0,1,0
1510,5640.jpg,580,47,788,279,face_other_covering,0,1,0,1
5960,3241.png,440,23,599,222,face_other_covering,0,1,0,1
6190,3373.png,161,21,368,306,face_other_covering,0,1,0,1
1101,2935.png,190,39,237,93,face_no_mask,1,0,0,0
1903,5618.jpg,2645,116,3280,925,face_no_mask,1,0,0,0
3301,2550.png,164,41,196,76,face_with_mask,0,0,1,0
14606,5133.jpg,1516,425,1574,494,face_with_mask,0,0,1,0
10519,5668.jpg,300,62,374,175,face_no_mask,1,0,0,0
10014,5894.jpg,795,42,942,231,face_other_covering,0,1,0,1
10239,5233.jpg,604,117,1478,1275,face_with_mask,0,0,1,0
8895,5128.jpg,317,114,343,143,face_with_mask,0,0,1,0
11393,4604.png,565,68,606,123,face_with_mask,0,0,1,0
4544,3324.png,91,5,612,566,face_with_mask,0,0,1,0
11565,5371.jpg,347,55,1006,877,face_no_mask,1,0,0,0
8905,6398.jpg,134,55,330,354,face_with_mask,0,0,1,0
14931,4173.png,219,258,276,336,face_with_mask,0,0,1,0
9529,5677.jpg,252,3,452,272,face_other_covering,0,1,0,1
1686,6300.jpg,88,225,253,413,face_no_mask,1,0,0,0
5526,6144.jpg,388,61,649,391,face_other_covering,0,1,0,1
13695,6344.jpg,209,364,347,513,face_other_covering,0,1,0,1
4136,4705.png,284,111,471,360,face_with_mask,0,0,1,0
7362,5892.jpg,306,576,764,1154,face_no_mask,1,0,0,0
10168,2813.png,0,305,33,382,face_with_mask,0,0,1,0
9185,2041.jpg,1924,253,2090,462,face_no_mask,1,0,0,0
2581,4372.png,118,4,357,325,face_with_mask,0,0,1,0
9533,5137.jpg,519,10,833,450,face_with_mask,0,0,1,0
15108,5007.jpg,796,0,1000,122,face_with_mask,0,0,1,0
12129,3810.png,425,108,507,209,face_with_mask,0,0,1,0
6400,4766.png,0,427,21,493,face_with_mask,0,0,1,0
2422,4666.png,568,416,654,506,face_other_covering,0,1,0,1
6904,3948.png,127,170,352,516,face_with_mask,0,0,1,0
12699,4576.png,405,63,582,285,face_with_mask,0,0,1,0
7818,5018.jpg,403,119,524,283,face_with_mask_incorrect,0,0,0,1
2745,5171.jpg,585,59,706,223,face_other_covering,0,1,0,1
12834,1992.jpg,2314,329,2765,943,face_with_mask,0,0,1,0
9709,1960.jpg,261,33,411,253,face_with_mask,0,0,1,0
598,3158.png,76,11,262,265,face_with_mask,0,0,1,0
12983,3581.png,15,40,98,118,face_with_mask,0,0,1,0
13055,5060.jpg,673,0,759,91,face_no_mask,1,0,0,0
612,1874.jpg,688,1667,2113,3113,face_with_mask,0,0,1,0
4084,5757.jpg,1500,420,1738,769,face_no_mask,1,0,0,0
6797,3602.png,138,4,633,587,face_other_covering,0,1,0,1
2003,3064.png,538,96,588,192,face_no_mask,1,0,0,0
1174,2741.png,39,146,74,191,face_with_mask,0,0,1,0
13770,2737.png,527,10,793,351,face_with_mask,0,0,1,0
3873,2628.png,125,37,425,367,face_other_covering,0,1,0,1
14463,6068.jpg,1,59,44,128,face_no_mask,1,0,0,0
4036,2597.png,212,10,542,405,face_with_mask,0,0,1,0
6393,4766.png,592,0,714,90,face_with_mask,0,0,1,0
11083,5533.jpg,293,108,460,323,face_no_mask,1,0,0,0
11408,6104.jpg,334,137,374,195,face_no_mask,1,0,0,0
2525,6367.jpg,215,311,654,847,face_no_mask,1,0,0,0
3092,5179.jpg,80,27,116,75,face_other_covering,0,1,0,1
10971,1825.jpg,374,90,459,180,face_with_mask,0,0,1,0
2520,5652.jpg,128,103,214,197,face_other_covering,0,1,0,1
7564,5200.jpg,365,152,510,342,face_with_mask,0,0,1,0
1292,4071.png,571,5,676,110,face_with_mask,0,0,1,0
12256,4792.png,157,144,264,267,face_with_mask,0,0,1,0
14402,4690.png,743,32,828,114,face_other_covering,0,1,0,1
3515,2868.png,61,5,641,605,face_with_mask,0,0,1,0
6913,4910.png,255,193,368,330,face_with_mask,0,0,1,0
4421,3181.png,241,61,332,182,face_no_mask,1,0,0,0
12701,3202.png,415,227,456,280,face_with_mask,0,0,1,0
2305,5349.jpg,127,41,190,130,face_other_covering,0,1,0,1
9778,6252.jpg,281,275,343,350,face_no_mask,1,0,0,0
7469,6286.jpg,93,115,205,248,face_no_mask,1,0,0,0
14164,6080.jpg,701,79,814,253,face_no_mask,1,0,0,0
11217,2348.png,152,1,343,259,face_other_covering,0,1,0,1
14545,4617.png,88,45,458,448,face_with_mask,0,0,1,0
1882,4692.png,170,50,542,546,face_with_mask,0,0,1,0
2798,3511.png,583,67,945,575,face_no_mask,1,0,0,0
7410,3804.png,126,242,409,625,face_with_mask,0,0,1,0
2663,4732.png,228,183,397,379,face_with_mask,0,0,1,0
8009,2373.png,18,43,163,239,face_with_mask,0,0,1,0
5688,5989.jpg,596,148,684,238,face_no_mask,1,0,0,0
13744,6071.jpg,514,15,745,319,face_no_mask,1,0,0,0
722,5785.jpg,611,202,789,462,face_no_mask,1,0,0,0
11602,4241.png,128,136,220,258,face_with_mask,0,0,1,0
11175,2025.jpg,177,42,491,441,face_with_mask,0,0,1,0
11034,5619.jpg,645,25,724,135,face_with_mask,0,0,1,0
9997,3860.png,558,77,651,186,face_with_mask,0,0,1,0
6337,6173.jpg,272,1,598,416,face_no_mask,1,0,0,0
5475,3090.png,97,4,470,530,face_other_covering,0,1,0,1
7759,2389.png,208,49,446,395,face_with_mask,0,0,1,0
1357,6037.jpg,413,12,530,181,face_no_mask,1,0,0,0
8284,2499.png,446,57,491,100,face_no_mask,1,0,0,0
117,2275.png,217,155,290,230,face_no_mask,1,0,0,0
2047,2448.png,106,113,131,149,face_with_mask,0,0,1,0
12470,4073.png,454,23,974,662,face_with_mask,0,0,1,0
1774,3799.png,416,55,550,254,face_with_mask,0,0,1,0
13974,5651.jpg,76,16,222,201,face_no_mask,1,0,0,0
5744,5325.jpg,153,63,509,507,face_with_mask,0,0,1,0
2626,4866.png,600,134,638,173,face_with_mask,0,0,1,0
5332,2870.png,312,161,402,279,face_with_mask,0,0,1,0
8881,3175.png,119,0,510,437,face_with_mask,0,0,1,0
12368,3010.png,363,110,427,181,face_with_mask,0,0,1,0
904,4966.png,253,8,549,427,face_with_mask,0,0,1,0
14561,5529.png,388,63,604,380,face_no_mask,1,0,0,0
4932,6226.jpg,603,120,793,352,face_no_mask,1,0,0,0
4887,2455.png,95,8,430,470,face_with_mask,0,0,1,0
1725,3912.png,161,47,495,520,face_with_mask,0,0,1,0
8043,3970.png,75,148,367,585,face_other_covering,0,1,0,1
8897,2548.png,193,193,285,315,face_with_mask,0,0,1,0
13891,2402.png,269,5,473,273,face_other_covering,0,1,0,1
484,5494.jpg,281,157,476,430,face_other_covering,0,1,0,1
8674,5033.jpg,211,119,296,225,face_with_mask,0,0,1,0
9635,2936.png,513,306,654,442,face_with_mask,0,0,1,0
7848,2356.png,266,14,361,142,face_with_mask,0,0,1,0
13567,4730.png,416,3,531,153,face_with_mask,0,0,1,0
5645,5141.jpg,572,109,784,337,face_with_mask,0,0,1,0
643,1817.jpg,382,47,511,244,face_other_covering,0,1,0,1
4774,3704.png,117,6,386,478,face_other_covering,0,1,0,1
8986,6315.jpg,473,221,550,331,face_no_mask,1,0,0,0
9488,4536.png,887,197,990,307,face_with_mask,0,0,1,0
6062,2509.png,1,3,436,617,face_with_mask,0,0,1,0
10202,2342.png,193,26,259,119,face_with_mask,0,0,1,0
13300,5410.jpg,225,235,598,835,face_other_covering,0,1,0,1
6948,3901.png,425,101,470,179,face_with_mask,0,0,1,0
1912,6031.jpg,165,42,250,154,face_no_mask,1,0,0,0
7420,3973.png,113,40,402,461,face_with_mask,0,0,1,0
10573,2322.png,679,11,753,91,face_with_mask,0,0,1,0
15395,4149.png,4,1,431,372,face_with_mask,0,0,1,0
2370,4655.png,433,255,463,294,face_no_mask,1,0,0,0
13491,4964.png,414,289,474,354,face_with_mask,0,0,1,0
6205,4849.png,246,58,308,139,face_with_mask,0,0,1,0
6547,5139.jpeg,522,194,788,537,face_with_mask,0,0,1,0
12878,5737.jpg,643,263,854,555,face_with_mask,0,0,1,0
12046,5756.jpg,477,495,821,903,face_other_covering,0,1,0,1
11139,4737.png,182,35,768,578,face_with_mask,0,0,1,0
2704,2076.jpg,583,82,730,266,face_with_mask,0,0,1,0
1721,4410.png,22,162,297,499,face_with_mask,0,0,1,0
9393,2528.png,596,144,687,271,face_other_covering,0,1,0,1
185,5298.jpg,616,50,717,192,face_other_covering,0,1,0,1
2067,4044.png,586,116,731,307,face_with_mask,0,0,1,0
2680,4189.png,312,31,589,399,face_with_mask,0,0,1,0
3702,4688.png,385,12,721,432,face_with_mask,0,0,1,0
7629,2014.jpg,1369,96,1737,552,face_no_mask,1,0,0,0
10223,3746.png,152,5,504,404,face_with_mask,0,0,1,0
912,2293.png,384,312,418,358,face_no_mask,1,0,0,0
5414,6259.jpeg,653,368,943,726,face_no_mask,1,0,0,0
15052,5166.jpg,132,27,353,373,face_with_mask,0,0,1,0
7106,4923.png,360,34,682,426,face_with_mask,0,0,1,0
5996,5512.jpg,458,298,654,547,face_no_mask,1,0,0,0
738,5155.jpg,99,88,196,200,face_no_mask,1,0,0,0
14881,3772.png,365,3,445,98,face_with_mask,0,0,1,0
10348,6056.jpg,260,7,503,288,face_no_mask,1,0,0,0
7611,2893.png,64,6,747,511,face_with_mask,0,0,1,0
8741,3861.png,2,95,23,118,face_no_mask,1,0,0,0
13285,3682.png,390,74,463,159,face_with_mask,0,0,1,0
4586,4135.png,95,87,240,266,face_with_mask,0,0,1,0
11368,4943.png,265,18,291,52,face_with_mask,0,0,1,0
14952,3961.png,0,436,94,525,face_no_mask,1,0,0,0
468,5462.jpg,479,92,561,203,face_no_mask,1,0,0,0
14898,6296.jpg,326,111,501,353,face_no_mask,1,0,0,0
8181,6378.jpg,400,49,473,138,face_other_covering,0,1,0,1
6084,4785.png,95,9,406,409,face_with_mask,0,0,1,0
14409,2024.jpg,572,4,695,172,face_other_covering,0,1,0,1
1419,2058.jpg,586,9,740,189,face_with_mask,0,0,1,0
5094,6311.jpg,646,249,791,424,face_other_covering,0,1,0,1
1984,5957.jpg,673,464,733,527,face_other_covering,0,1,0,1
6820,4102.png,312,36,412,162,face_other_covering,0,1,0,1
6223,3030.png,103,24,241,175,face_with_mask,0,0,1,0
9958,6401.png,930,25,1051,207,face_other_covering,0,1,0,1
3832,6331.jpg,417,56,559,233,face_no_mask,1,0,0,0
12269,2040.jpg,941,131,1304,581,face_with_mask,0,0,1,0
4187,4326.png,649,81,917,360,face_with_mask,0,0,1,0
1026,4117.png,630,44,795,310,face_other_covering,0,1,0,1
8910,6398.jpg,0,442,232,859,face_with_mask,0,0,1,0
1530,6357.jpg,307,19,890,753,face_no_mask,1,0,0,0
7005,2778.png,82,1,437,499,face_with_mask,0,0,1,0
13779,2427.png,573,171,620,245,face_no_mask,1,0,0,0
9733,3538.png,243,10,479,288,face_other_covering,0,1,0,1
14981,4533.png,105,74,367,446,face_with_mask,0,0,1,0
15302,6284.jpg,254,142,306,210,face_no_mask,1,0,0,0
3637,3648.png,190,88,258,179,face_with_mask,0,0,1,0
4100,2277.png,491,43,641,241,face_with_mask,0,0,1,0
13863,5949.jpg,282,160,347,234,face_no_mask,1,0,0,0
4302,4276.png,152,73,309,262,face_with_mask,0,0,1,0
11042,6321.jpg,167,275,321,422,face_other_covering,0,1,0,1
5555,3954.png,125,78,204,169,face_with_mask,0,0,1,0
4660,2938.png,150,156,332,360,face_with_mask,0,0,1,0
6616,4968.png,247,7,458,238,face_other_covering,0,1,0,1
7855,3325.png,157,75,466,467,face_with_mask,0,0,1,0
181,5298.jpg,166,378,328,597,face_no_mask,1,0,0,0
2823,5917.jpg,297,130,547,420,face_no_mask,1,0,0,0
11441,3605.png,2,101,339,592,face_other_covering,0,1,0,1
12235,4763.png,531,281,751,551,face_with_mask,0,0,1,0
10872,2817.png,295,72,411,223,face_no_mask,1,0,0,0
171,4221.png,0,41,251,343,face_with_mask,0,0,1,0
3118,2422.png,93,23,134,64,face_with_mask,0,0,1,0
129,4040.png,905,135,967,201,face_with_mask,0,0,1,0
3272,3426.png,8,273,244,574,face_with_mask,0,0,1,0
13621,5999.jpg,74,2,306,218,face_no_mask,1,0,0,0
